"prope","pvalue","qvalue"
"IFT20",0.364237402643152,1
"UBE2G1",0.138970683535511,1
"ELF1",0.342103518326863,1
"HNRNPF",0.805188609425543,1
"EXOC1",0.952054308923468,1
"SNX6",0.617473486819125,1
"AES",0.14959862674707,1
"HES1",0.114412370619196,1
"CLINT1",0.151711150460051,1
"RGS10",0.978430119347694,1
"NDRG2",0.884326922290378,1
"PDIA4",0.443903741485392,1
"CNOT2",0.0453347694466556,1
"PTS",0.340333524436644,1
"SMAD2",0.528831682046321,1
"RALBP1",0.484130639587802,1
"EIF4EBP2",0.751234817815836,1
"PEF1",0.0929237198171296,1
"PHB",0.924984934818044,1
"OAZ2",0.50911658151929,1
"ADAM9",0.106613956468452,1
"TERF2IP",0.387223505867705,1
"RALB",0.560705066403514,1
"BNIP3",0.0407853423303011,1
"GOSR1",0.818211007049692,1
"IGBP1",0.00502016628946423,1
"TRIAP1",0.25606428378214,1
"RBCK1",0.253369378847409,1
"ACVR1B",0.00521461046295705,1
"CHMP2B",0.801923341552759,1
"ARL1",0.601723923110472,1
"AQP1",0.0016791432431322,1
"MLX",0.253064661130915,1
"UBXN1",0.00154302079339583,1
"FOXJ3",0.566765844914592,1
"PAWR",0.700943876949642,1
"SYNRG",0.0309366207315955,1
"MFAP2",0.592201033650842,1
"DGKD",0.0413975831385617,1
"ME2",0.00333118309699737,1
"ICMT",0.162396635506683,1
"DLG5",0.679767834086503,1
"MGAT1",0.278594038097734,1
"PSMC6",0.590465165263512,1
"NIT1",0.163999088707199,1
"ADSS",0.789643755193772,1
"NUP62",0.0831347693811198,1
"WDTC1",0.517396326045169,1
"RXRA",0.270543777451538,1
"CPT1A",0.152389831859574,1
"THOC1",0.530121355977636,1
"AIP",0.602434367397654,1
"TCF12",0.0475180730731294,1
"RHOG",0.656868293934761,1
"POP4",0.412236012861837,1
"KIDINS220",0.50920642243599,1
"MCM2",0.00332965468115586,1
"FKBP3",0.861733618632004,1
"MDK",0.894484839193946,1
"BRE",0.569235984273538,1
"USP33",0.157577389131415,1
"ECM1",0.279133297343429,1
"RGS1",0.0094286097580602,1
"TNFAIP3",0.246674686772295,1
"LMO4",0.259363807151994,1
"UBA2",0.0135405563399193,1
"MRPL42",0.00267933198483073,1
"FGFR1",0.209427431234041,1
"RNF10",0.391608319475463,1
"SLBP",0.0311299040731219,1
"TNFAIP1",0.0374834273714873,1
"NSFL1C",0.351885633052916,1
"EXOSC4",0.0610355546290779,1
"PTPN2",0.230421465611198,1
"BAG1",0.675629033399638,1
"MAPK14",0.356547472556383,1
"TFAP2C",0.353407337814694,1
"ARFGEF2",0.310271269999088,1
"SSRP1",0.740049143675337,1
"RPA3",0.412422297485758,1
"THBS1",0.380062419830636,1
"C1QBP",0.805162379848998,1
"TOP2B",0.761428601021221,1
"ACAA2",0.909501293956024,1
"BANP",0.538139278718093,1
"IDH3G",0.411911976205569,1
"MAPK3",0.0144956677277402,1
"PTOV1",0.630043168507971,1
"LOXL1",0.00191998954575051,1
"TIA1",0.909038384109069,1
"PBXIP1",0.0542223728210192,1
"UGDH",0.00143348592577745,1
"EIF2B1",0.134134783967668,1
"UBE2K",0.394582471169181,1
"ACTR1B",0.955133938437793,1
"G3BP1",0.664186294930511,1
"EIF4EBP1",0.0078911636439201,1
"PIP5K1A",0.20960513800277,1
"HIST3H2A",0.0609473468590395,1
"PPP3CA",0.0717779428975007,1
"TRIP6",0.275607271047654,1
"FAM46A",0.624590979196979,1
"TNFRSF21",0.277694606188513,1
"B4GALT3",0.266263998308366,1
"TRAPPC3",0.236146196407707,1
"POLDIP3",0.983345128766398,1
"PTRH2",0.00506312596601538,1
"CIZ1",0.557075011791267,1
"RWDD1",0.269015261021087,1
"DUSP3",0.704109709221186,1
"CLCN7",0.215336501077185,1
"COQ9",0.238830757318624,1
"MBD1",0.0569730234824005,1
"STX12",0.625168195900055,1
"CDC42EP4",0.0755976177142528,1
"SREBF1",0.801375087652727,1
"MFN2",0.671061045027975,1
"PRMT5",0.34894338696423,1
"NEU1",0.0568583698846888,1
"LRCH4",0.870599458261741,1
"CD163",0.773354444883654,1
"CEACAM6",0.359818529700119,1
"BCAM",0.000617867308515295,1
"ASPH",0.126011993051268,1
"ZNF148",0.90019034110742,1
"PAFAH1B3",0.764354290104792,1
"EMG1",0.942203453762576,1
"PTPN12",0.988780849651566,1
"CDC25B",0.00506416967403997,1
"TOX4",0.915054669913036,1
"POLR2C",0.0186009843213946,1
"BRD8",0.00228479353759701,1
"PPIH",0.500848235669204,1
"TNC",0.211832285480287,1
"MAPKAPK3",0.744114931259538,1
"SCARB2",0.134634793942349,1
"ABLIM1",0.935547354710753,1
"TNIP1",0.308048446818118,1
"ITPK1",0.6501233509352,1
"COASY",0.0810486671802492,1
"ZBED5",0.0594774101255484,1
"TMEM214",0.172394592983548,1
"PODXL",0.493629939032035,1
"NUP133",0.0905593935990495,1
"CCDC47",0.728148186657633,1
"COPS4",0.379568636501682,1
"CPSF7",0.15287042049958,1
"SAMM50",0.777559123368569,1
"RRP1B",0.0492813369564795,1
"PSMD7",0.00128506769203792,1
"DHPS",0.991154277678716,1
"CD40",0.574943591459203,1
"MRPS18B",0.957354798829513,1
"ARHGEF18",0.112774010096664,1
"CSNK2A1",0.451296720012971,1
"RBM23",0.789203946194802,1
"WDR13",0.794976481279218,1
"KLF10",0.371505259078364,1
"EIF4E2",0.0124742984362046,1
"GADD45B",0.330219339285836,1
"RAP2B",0.00173132763920506,1
"ABL1",0.872503465998546,1
"PSMB9",0.0964210891320878,1
"DIAPH1",0.00617044851069353,1
"MEAF6",0.123762374941473,1
"CBY1",0.231028266012061,1
"FABP5",0.64855348690361,1
"URM1",0.511796654012846,1
"EXOC7",0.284972067599017,1
"WTAP",0.848418014130562,1
"CRK",0.651018469483225,1
"ITPR3",0.192972857705337,1
"SP110",0.395594363515294,1
"CHMP1A",0.0156126130249368,1
"PEX11B",0.540058067008452,1
"FBXO34",0.497861673916934,1
"UTP6",0.757628042554578,1
"LGALS8",0.0166456674613702,1
"GOLGA4",0.843878980096503,1
"ST14",0.00617768137715734,1
"CCDC92",0.275996007833161,1
"RBL2",0.515106169096053,1
"DDX11",0.175705451394373,1
"BECN1",0.000311999106882729,1
"ARL2BP",0.606747308053767,1
"GUCY1A3",0.222149875811023,1
"ARHGAP17",0.250696243062716,1
"PIP4K2A",0.902030775712967,1
"TIPARP",0.00444502414888445,1
"GCSH",0.832458418801223,1
"STK38",0.577656490010875,1
"RB1CC1",0.053252863190162,1
"SPEN",0.859583959766801,1
"TSKU",0.363077509114797,1
"MOAP1",0.0250088525622957,1
"MRPL17",0.704501248864439,1
"STIP1",0.201551595625367,1
"KLC1",0.492969708021839,1
"SNF8",0.55359480943217,1
"YWHAH",0.0745481936542782,1
"PFKM",0.664579319105662,1
"NEK9",0.00293922122059645,1
"SERPINE2",0.0141344959337909,1
"TPM4",0.43657756129085,1
"TLE2",0.723227894249533,1
"AGRN",0.105537720810794,1
"GFPT1",0.263953758988918,1
"PAFAH1B1",0.0515402905700334,1
"GALNT2",0.000329820366924991,1
"AKAP13",0.0461870243235414,1
"TNIP2",0.81980939724707,1
"ZBED1",0.192665240062579,1
"NIF3L1",0.258954720788113,1
"VAPB",0.0660014604642996,1
"IMP3",0.0423283656144319,1
"MYH11",0.000158857631797063,1
"RFX5",0.0773608237120677,1
"CDC37",0.657104258003331,1
"CKAP5",0.124873366738355,1
"UBE2H",0.350479844626051,1
"STX6",0.971432183669794,1
"PFKL",0.0326524201468057,1
"ACP5",0.010209845441235,1
"CISH",0.0480291275170579,1
"TRAF3IP2",0.605900845374246,1
"PIK3C2B",0.246233930544367,1
"CIAPIN1",0.000250679501669143,1
"BPTF",0.421384653544836,1
"CREB3L1",0.125281875280669,1
"CAV1",0.0458116729311565,1
"CASK",0.139665068978936,1
"ATG3",0.128681283849903,1
"NUP43",0.242070719811196,1
"PLCD1",0.526648673572189,1
"METAP2",0.129875722128441,1
"DUSP6",0.187402866213865,1
"ST6GAL1",0.500151490619571,1
"GSTM2",0.128753466868563,1
"PSMD5",0.827320885865581,1
"DEDD",0.0353985329450749,1
"STK19",0.54093905308255,1
"TFE3",0.578167554904851,1
"GOLGA5",0.961585892465697,1
"SUMO4",0.0313478564692195,1
"SPR",0.163333833531477,1
"USP4",0.932789495321881,1
"ENTPD6",0.254777268110009,1
"THOC7",0.22124414161972,1
"SMYD3",0.563437414989313,1
"GRIK5",0.567842026968088,1
"SEC23B",0.173673051395641,1
"C1orf123",0.790608115880334,1
"COPS7A",0.018242887036161,1
"ISG20L2",0.151553291035577,1
"MAP2K1",0.0701759149386387,1
"ALDH7A1",0.149353568114189,1
"S100A9",0.00135895442641776,1
"ITGB2",0.424247378718351,1
"TRIM27",0.212466867181008,1
"EHD2",0.211802782908831,1
"NUCB2",0.38065082818198,1
"UNC5B",0.70527556339591,1
"XPNPEP1",0.825978303321197,1
"TP53BP1",0.192671147450316,1
"MMP14",0.821554342001626,1
"SNRK",0.527642639469603,1
"HCFC1R1",0.131240417577274,1
"OPTN",0.00778709136875629,1
"TRAF5",0.000324765111751074,1
"CSK",0.268565181953526,1
"GAS1",0.207170458171698,1
"POP5",0.00862776970178797,1
"LRPAP1",0.200059120460441,1
"FRYL",0.17824135986135,1
"SERTAD2",0.442988628083853,1
"BFAR",0.190429210697336,1
"C1QB",0.0256033610505658,1
"STX4",0.0965479327097775,1
"ETHE1",0.073270021552155,1
"HMGA1",0.010079022037951,1
"TCF20",0.601947607556449,1
"SH3GL1",0.322805424616089,1
"HNRNPUL1",0.357308972413356,1
"BTG3",0.00784978594604404,1
"GBP1",0.947686097845306,1
"CBX5",0.771608829909529,1
"FNBP4",0.742043355802728,1
"POLDIP2",0.395806540622753,1
"ASB13",0.0365448826602022,1
"MKNK1",0.305940039672505,1
"PPFIA1",0.466285950532713,1
"EHD1",0.0347529529360349,1
"TNFSF13",0.0130757653845267,1
"ZBTB38",0.722048094390789,1
"CREB3",0.842080470610382,1
"GLRX3",0.0182966184736023,1
"IMPA1",0.247028740485534,1
"HIST2H2BE",0.685248971277601,1
"RIPK2",0.000819380291676357,1
"STOML2",0.0706608786260579,1
"TRAPPC2L",0.808297259338911,1
"RAF1",0.334125973047019,1
"NDE1",0.48007587451428,1
"ATG4B",0.0384756439877651,1
"SEPT8",0.208676176213015,1
"ALOX5AP",0.502997090091775,1
"DST",0.022384254650279,1
"FAF2",0.107281302555791,1
"RREB1",0.135051485286846,1
"MAML1",0.0542849002877658,1
"ERCC1",0.0995460227956074,1
"VAMP7",0.112787281839394,1
"TMF1",0.0457667066938431,1
"R3HDM2",0.940778795500248,1
"EIF2AK2",0.326657616205304,1
"KDM2A",0.630128574526496,1
"EMP3",0.298971606675919,1
"MAN2B1",0.259307689707857,1
"UCHL3",0.228274335796006,1
"HARS",0.00300745392603446,1
"TOMM34",0.650552335698409,1
"MCF2L",0.319938169222035,1
"DDX49",0.650283445410702,1
"TWF1",0.369999129052071,1
"FADD",0.186063241639351,1
"UBE2E3",0.189335726966977,1
"MGLL",0.984304264075465,1
"LEMD3",0.444696887874336,1
"HADH",0.858638796581733,1
"EIF5A",0.433241553747607,1
"CDK17",0.0422248465059118,1
"FAF1",0.183416732892309,1
"IKBKG",0.330432841576328,1
"FBXW2",0.455774638157497,1
"CSTF3",0.157992914823078,1
"AATF",0.168021195987075,1
"DMWD",0.386788338551946,1
"EPS8",0.133942900221535,1
"IVNS1ABP",0.422098247120366,1
"MVP",0.0141685578295516,1
"SMAD1",0.0725003415154283,1
"CTSF",0.000334323907229415,1
"AP3B1",0.397941276262706,1
"TNPO3",0.683288598507294,1
"SMAP1",0.502685017622629,1
"SLC7A7",0.257966570409321,1
"POP7",0.000299834165380792,1
"CTCF",0.134768764187609,1
"GOLGA3",0.349447838456367,1
"USP16",0.386305870774983,1
"PKIG",0.0165384813342494,1
"SF3B3",0.0127173420578122,1
"DCP2",0.195948109395987,1
"KDM1A",0.103047151972529,1
"PRPS1",0.836593356931694,1
"FAT1",0.162288632085957,1
"SIGIRR",0.0219326930360553,1
"HOOK2",0.155336855408585,1
"KRT14",0.0039796789120047,1
"PHF10",0.124473899441056,1
"INSR",0.29308588505628,1
"POLD4",0.107902455167218,1
"ATRX",0.299611001082195,1
"HDAC6",0.884807990386971,1
"PRNP",0.394589767084795,1
"CNN3",0.212142218862004,1
"BACE2",0.455437887151516,1
"CNN2",0.023548440980087,1
"CRKL",0.687007747793502,1
"ZNF384",0.341788406163249,1
"PSME3",0.45428425589908,1
"FOXA1",0.00893744634133154,1
"PREB",0.472148957637032,1
"PKP4",0.193550672233611,1
"SEC24B",0.135889006448657,1
"PPM1B",0.539128829127332,1
"SHOC2",0.493627520873482,1
"TRAK1",0.518333967923025,1
"COG2",0.00814520538300934,1
"GTF2IRD1",0.632059862833488,1
"CADM1",0.56488181493021,1
"RAB32",0.401574320760345,1
"IPO5",0.941249177965472,1
"PRPF4",0.914706990140269,1
"TBL1X",0.87995563097279,1
"RBM8A",0.243688280069692,1
"SACM1L",0.173907963964335,1
"EPM2AIP1",0.314250491232422,1
"STYXL1",0.640931646977325,1
"DUSP22",0.130247033192271,1
"DPM3",0.96698572993737,1
"B4GALT1",0.493212559457055,1
"CCR5",0.197433716844481,1
"ZMYND8",0.274794352959964,1
"KIAA0368",0.798597761403658,1
"MMP7",0.868990469067163,1
"MZF1",0.0227615173956552,1
"SKIV2L",0.790004501352356,1
"TRIB2",0.560610421490827,1
"KLF2",0.000475724204573858,1
"MCM3AP",0.207781554464722,1
"SAE1",0.0681756464087108,1
"PPP2R5D",0.182985093662097,1
"INPP5A",0.175886506816617,1
"PJA1",0.379050689334801,1
"BCAS2",0.401966510836831,1
"STX3",0.048128495555963,1
"TBC1D5",0.369855649798478,1
"GGA2",0.410464369722052,1
"DCAF6",0.613480687569844,1
"GATAD2A",0.0265787688684421,1
"SDC2",0.57359888677467,1
"PDPK1",0.610262565173776,1
"TADA3",0.403824989593136,1
"MTFR1",0.00074140944964093,1
"LSM12",0.200646428669699,1
"PKP3",0.251324186314061,1
"NDUFA7",0.809164782558301,1
"PFDN1",0.362333363285069,1
"RANGAP1",0.121072340050734,1
"TRAM2",0.443698154390551,1
"MRPS22",0.277652878048622,1
"QSOX1",0.10234427375291,1
"HMGXB4",0.894043632774902,1
"C10orf10",0.0163432381303831,1
"SNRPA1",0.402943163757409,1
"ZFAND3",0.476001004455209,1
"SKIV2L2",0.486043679684325,1
"CCNL2",0.622609316011358,1
"LRRC8D",0.200960609603295,1
"P4HA2",0.234113793304842,1
"CDC40",0.783877428254904,1
"PSMD13",0.0407015864173536,1
"LCMT1",0.0403360066612614,1
"LAMA5",0.0595807709630636,1
"AGK",0.265197852098068,1
"NSL1",0.404739559633847,1
"TSPAN1",0.619217354037937,1
"RYK",0.102817174820062,1
"RAB9A",0.559403424412323,1
"HDAC3",0.39322187947024,1
"AP1M2",0.224638075101046,1
"PJA2",0.220222558448316,1
"IL1R1",0.0164463879932987,1
"CHD9",0.473674636270675,1
"PLAU",0.720218019744985,1
"SETD2",0.115877626551214,1
"FBXW4",0.000425244063758619,1
"C19orf60",0.382608809811503,1
"MED13L",0.510316344607676,1
"CFLAR",0.438335521229557,1
"EXT2",0.483895749017138,1
"NGLY1",0.138823095456797,1
"TES",0.723305206515535,1
"KDELR1",0.859826633437579,1
"KHSRP",0.14180031076794,1
"HCFC1",0.748626843120846,1
"PNO1",0.00359270433582177,1
"PSMC4",0.0602251714687698,1
"RPA2",0.252437203101414,1
"EIF3J",0.297679018430527,1
"GRK6",0.101544400767486,1
"HDAC2",0.017677280081281,1
"TTC1",0.19574995344227,1
"TRIB3",0.241871374224919,1
"CHCHD3",0.0557453351335352,1
"CHPF",0.237344659495502,1
"FAP",0.0385451987153313,1
"EAPP",0.0876643477249378,1
"PAX8",0.188029939965615,1
"TGFB3",0.00251615826614339,1
"CENPF",0.000351731258595957,1
"GALNT11",0.022463504560974,1
"GIT1",0.288037573469223,1
"ARL4C",0.854483381199215,1
"SFRP1",0.703926676341387,1
"PHYH",0.0428327089675981,1
"PRMT2",0.0163579097518327,1
"FTSJ3",0.152340505852448,1
"ZC3H14",0.456178246404587,1
"TSPAN6",0.923030799170961,1
"UBE4B",0.352447651109697,1
"WFDC2",0.0106483311145743,1
"ELK1",0.00165964360034317,1
"TM2D1",0.551578784316734,1
"FBXO28",0.302683805498217,1
"UBQLN2",0.912471598126215,1
"CD2BP2",0.249710280202031,1
"HIP1R",0.0485274573246146,1
"ZHX2",0.0903945698564828,1
"OXSR1",0.0175553593337667,1
"MAPK1",0.278255740787709,1
"ATF6",0.712590601583884,1
"PRKAR2B",0.166831549173022,1
"ADAP1",0.797372297233629,1
"CPE",0.0359656790517721,1
"CHD3",0.134601514289054,1
"GSTM1",0.569831764391848,1
"NES",0.307131862540206,1
"CD55",0.189687408468311,1
"CUL5",0.268566733801235,1
"MTF2",0.0323728005483335,1
"SLC2A1",0.100232752127338,1
"JARID2",0.394562517311253,1
"PCBD1",0.87334827077678,1
"GDE1",0.00145023450609996,1
"NCBP2",0.55321231243014,1
"DGKZ",0.374186432140484,1
"XPC",0.0339767353153382,1
"WFS1",0.00380009044107484,1
"NDUFA5",0.671602316878014,1
"CPNE1",0.670781773862134,1
"QRICH1",0.999626648744798,1
"TPM2",0.713802425514944,1
"TGIF1",0.733676172887176,1
"INHBA",0.563816106931945,1
"MRPS12",0.21368117632797,1
"PDGFRB",0.0209233053737521,1
"SSH3",0.00803693356440181,1
"CDH3",0.0968956325982745,1
"PARVA",0.498339826371022,1
"DHRS1",0.00525632326491862,1
"CEP350",0.469679255746484,1
"NMI",0.920582003116643,1
"IFIT3",0.412583837398222,1
"GEM",0.00763326652402656,1
"NCOA2",0.644089176116251,1
"SVIL",0.974775378036691,1
"SORBS1",0.496601533831213,1
"TNFRSF12A",0.165715137391308,1
"PFKP",0.0410083332851169,1
"TRAPPC6A",0.560372563071459,1
"IRF7",0.0607191076000827,1
"WWTR1",0.655116881806969,1
"CPSF4",0.244483464999858,1
"HTRA2",0.0500294846540307,1
"MRPS34",0.288691497287113,1
"GAPVD1",0.796460749666289,1
"ECE1",0.0484300255031054,1
"CSF1R",0.00225424567150581,1
"INHBB",0.0157001121949813,1
"RAB5C",0.0256001597596362,1
"RAD17",0.780341238360319,1
"SSB",0.0199520970405944,1
"RRS1",0.180341379572494,1
"CDK16",0.000451702704133693,1
"CLOCK",0.796337991253032,1
"HELZ",0.411737839364669,1
"ATP2A3",0.336244923225058,1
"KDM5A",0.202679023286655,1
"NQO2",0.498843897654272,1
"DNMT1",0.20091621701812,1
"FNBP1",0.135506025306582,1
"GIGYF2",0.203216182513405,1
"ZNF580",0.104235227935774,1
"NOTCH3",0.331351546961301,1
"PIP4K2B",0.428746432830116,1
"UNC119",0.80133337298804,1
"PRKRA",0.616573574075588,1
"CCND2",0.0266104374202463,1
"STX8",0.246749724556787,1
"NOSIP",0.54356094374064,1
"IGF1R",0.00153526363986708,1
"RBBP6",0.716582756526888,1
"ZNHIT3",0.156451618510622,1
"TBCD",0.118199135209133,1
"TUBA4A",0.00464710514016922,1
"IGF2R",0.887635276212035,1
"POLR2F",0.307030569521731,1
"CALCOCO1",0.596967367257447,1
"LRRC41",0.0150181648551275,1
"VPS41",0.364126286867969,1
"C11orf68",0.0192343941115351,1
"TRADD",0.545600203414909,1
"SLC12A2",0.779546313396445,1
"API5",0.889443453604664,1
"NUP85",0.0120853492969942,1
"PEX2",0.878263196494492,1
"ARMCX3",0.36778907182211,1
"PSMD12",0.0139103431015889,1
"TSPYL2",0.250943370745403,1
"UBE2V2",0.0300805192761022,1
"PPP1CB",0.0301005618816794,1
"FAM193B",0.301142422152135,1
"DHX9",0.157495660276882,1
"ARAF",0.601242391830321,1
"AKR7A3",0.0162037304247699,1
"KIFAP3",0.274587058033908,1
"NUTF2",0.0359681268329937,1
"ITGA5",0.721905784383384,1
"ARIH1",0.0540845415296391,1
"PMPCA",0.0102784804773667,1
"NFKB1",0.0131511015936822,1
"WWOX",0.387916366784669,1
"YKT6",0.0218318796629595,1
"HCLS1",0.11150405667829,1
"CTDSPL",0.00737720852887014,1
"RNF220",0.398906415426449,1
"PARP2",0.0926045236946878,1
"TLE3",0.138792618591831,1
"ILVBL",0.181068626786752,1
"TCEAL1",0.08535307754211,1
"TOR1A",0.557654924482533,1
"RAI14",0.716117570075474,1
"KRT15",0.194307188019607,1
"PRPF4B",0.968270440823744,1
"MRPL4",0.351589013134247,1
"PSENEN",0.613275800183969,1
"PIK3C2A",0.14894520126053,1
"CD48",0.334969604484553,1
"RALY",0.427749910784486,1
"CCNH",0.0502544848474839,1
"CCL2",0.76098759929672,1
"WDR12",0.0013892127092022,1
"ABI1",0.262757934864895,1
"TYK2",0.149814584346429,1
"CDK13",0.552754620696885,1
"ARMCX2",0.0819624549978794,1
"EPS8L2",0.617997446414399,1
"MCM7",0.00156638141115866,1
"PKN2",0.209784967122543,1
"NECAP2",0.230728046199877,1
"LTBP1",0.508782104016072,1
"PMF1",0.728794984259534,1
"PDAP1",0.485536857479481,1
"LBR",0.0369420022191021,1
"NXT1",0.170793278059469,1
"SCAP",0.77326149784346,1
"PLEKHA5",0.323809935201232,1
"SLC9A1",0.00714748117949712,1
"MYH14",0.644323747477595,1
"MTMR4",0.665925452077623,1
"ACTR1A",0.712879759262056,1
"PTCD3",0.00790389798681524,1
"RAP1GAP",0.682333602264737,1
"LIMK2",0.287249532849248,1
"PPP1R10",0.719266853684253,1
"GLS",0.402280964529168,1
"KRT5",0.890824073390268,1
"ING1",0.274762131940242,1
"RANBP2",0.275240714637153,1
"FYN",0.095226658808227,1
"TRAFD1",0.0212970810407373,1
"SMS",0.0266392922410727,1
"IRF3",0.0741792474342182,1
"EPHB3",0.631316017959047,1
"ENG",0.0128373343397255,1
"SUCLG2",0.0770233102160301,1
"PTPN6",0.00768397805760539,1
"PEX5",0.373091434438421,1
"GLI3",0.226153798310176,1
"RNF7",0.579941668713865,1
"PFDN4",0.137271321462951,1
"CPSF6",0.869283983893904,1
"PPP2R5E",0.660082966551981,1
"COL18A1",0.249572337571298,1
"MRPL28",0.47151420189056,1
"BAP1",0.0819425644605749,1
"MTIF2",0.286137764956811,1
"EXOSC7",0.381111274665646,1
"NRBP1",0.0182930977820978,1
"RNF40",0.0182776918799815,1
"CUL1",0.991990129849722,1
"PLAUR",0.541053236755597,1
"C14orf1",0.871028350408371,1
"CRYZ",0.229097751849755,1
"SPON1",0.350111032477042,1
"CTNNBIP1",0.42715469951679,1
"SEC24A",0.0583309055199239,1
"USP13",0.0329242999374532,1
"URGCP",0.115186056342246,1
"ARHGEF6",0.0627054272298059,1
"GYPC",0.326222948142543,1
"HS1BP3",0.256289463976631,1
"WBP2",0.650001289259014,1
"EIF2B5",0.210578494163848,1
"GTF2B",0.083887645267537,1
"PSMF1",0.422500520870118,1
"MAP3K4",0.852754860066058,1
"CRYAB",0.452009306278472,1
"P2RX4",0.0130417411299731,1
"RSU1",0.064843314188515,1
"SEPHS1",0.0791364981289063,1
"MUS81",0.921981955731194,1
"RNF115",0.303569236515391,1
"CUL7",0.527681298526907,1
"USP10",0.0418763519467482,1
"TAOK1",0.207597220934382,1
"DHX16",0.559390278580617,1
"SUPT5H",0.0146137655807224,1
"NOP2",0.113866676995723,1
"AFG3L2",0.00493626244689431,1
"GRB10",0.837088732121741,1
"LDLR",0.491843141688104,1
"GMEB2",0.163323006171883,1
"EPS15",0.468240456342033,1
"TAF6",0.00272677123130552,1
"UBE3C",0.453350321790093,1
"HK2",0.150592825376444,1
"VPS16",0.200101391051581,1
"ARVCF",0.909895276229392,1
"DCUN1D1",0.0144260035473117,1
"AKAP11",0.435984399517487,1
"POLD2",0.68980323537305,1
"NUP210",0.83814096305511,1
"PDHX",0.308796903504596,1
"RNF138",0.590412933841674,1
"AASDHPPT",0.254596867618286,1
"COPS3",0.763122987286763,1
"INPPL1",0.991729357825397,1
"STX18",0.0110472531906037,1
"CDC42BPA",0.276611034901704,1
"RPS6KA4",0.792576746854329,1
"MAP3K11",0.582277821645576,1
"TJAP1",0.389610775268502,1
"ZBTB5",0.0101696992077523,1
"MAP7D1",0.0297317327429667,1
"BSDC1",0.779636806843185,1
"PPL",0.202884529845737,1
"TPST2",0.000734851378229038,1
"PIP5K1C",0.335587423034255,1
"RFC4",0.00499932360536345,1
"RBM42",0.577042918885161,1
"KAT2A",0.510119089046116,1
"PPP2R5C",0.860333103101288,1
"BAZ1B",0.0153828424659026,1
"KEAP1",0.00712037948439283,1
"GPC1",0.00136902926471645,1
"PXMP4",0.861057389173149,1
"PRKDC",0.321491762363761,1
"STK38L",0.40963773679531,1
"PIAS1",0.177286970374605,1
"ARAP1",0.0277368524933243,1
"SNX7",0.795650334604657,1
"ARRB1",0.932475487629146,1
"EIF4E",0.0288051818816189,1
"NIPBL",0.410225664373946,1
"SLC29A1",0.477315221022808,1
"TBC1D8",0.252014305102602,1
"AKAP9",0.0268999794059,1
"RAB5B",0.0959749225493148,1
"ARHGEF5",0.0124919231589318,1
"RABEPK",0.642768340972569,1
"EIF2B3",0.39063855354175,1
"CDYL",0.0167707902396772,1
"JAG2",0.847439511569736,1
"UBR2",0.000445414019263243,1
"RAP1GDS1",0.824225473637173,1
"ITSN2",0.236311538846852,1
"MARCH5",0.015354390210925,1
"TNKS2",0.321259409932476,1
"DVL3",0.969833510649565,1
"RWDD2B",0.856222618185,1
"TCTA",0.0410360671742621,1
"FDX1",0.199282834052242,1
"PCNT",0.0174172591267387,1
"VRK2",0.244464655406196,1
"SMG7",0.300708189789165,1
"DAXX",0.992705026178766,1
"ABI2",0.125003317746227,1
"RECK",0.0370875791998633,1
"RDX",0.909318527549412,1
"RAB35",0.665167264186968,1
"TBK1",0.220133885002976,1
"RABGGTB",0.0406649018159854,1
"VPS45",0.95695212343796,1
"PLK2",0.126889623022338,1
"USP21",0.155415242694598,1
"HEXIM1",0.0159213582069737,1
"SORBS2",0.686064518574747,1
"ARFGAP1",0.526850388958413,1
"CCDC90B",0.84748941501276,1
"RPS11",0.0932240870371344,1
"MPHOSPH10",0.499382683748933,1
"KAT5",0.0321700854109639,1
"COG5",0.925297225855924,1
"NUP153",0.06219688059283,1
"DRAP1",0.748393890214392,1
"BCL2L1",0.0213023211916204,1
"ARL3",0.000446051218426457,1
"SEMA4A",0.779987679427123,1
"RAB27A",0.893238719790559,1
"RBM10",0.981772188568519,1
"MTA1",0.758514810854601,1
"GRB2",0.216591937655592,1
"PNMA1",0.00936611431384526,1
"TLE1",0.14497528633714,1
"HMBS",0.2714855291624,1
"IL32",0.154826215338088,1
"FUBP1",0.756375013922759,1
"APEH",0.134871446369644,1
"BIK",0.410564764595184,1
"SCRIB",0.143872255468558,1
"LTBR",0.12774553337076,1
"RAPGEF2",0.0929349707210058,1
"IRF2BP1",0.940083296537931,1
"ADAM17",0.0629969512242408,1
"NUP37",0.0617703856892052,1
"UBN1",0.84366353857687,1
"ARL2",0.693096745594914,1
"PER2",0.00298917598612447,1
"RPRD2",0.543764939274832,1
"SOX13",0.814818358032327,1
"HAT1",0.701721592475526,1
"AP1G2",0.727424956698002,1
"PREPL",0.252887065552103,1
"ZFC3H1",0.853955656995226,1
"RAB15",0.0578829677922721,1
"CAND1",0.542176818624891,1
"GADD45A",0.0834917726365865,1
"USP25",0.700807120465265,1
"MYLIP",0.0365184773856087,1
"PTPN18",0.1553905882946,1
"ARHGEF3",0.000981157955500899,1
"ITSN1",0.9633867575645,1
"GRB7",0.122748695284624,1
"DPF2",0.0664035846620705,1
"NDUFS7",0.285924842609495,1
"CYB561D2",0.0925447933671604,1
"EIF2S3",0.0834251302924165,1
"PRPF3",0.695521877714166,1
